직원ID,퇴직여부,나이,성별,출장빈도,일대비급여수준,부서,집과의거리,전공,업무환경만족도,업무참여도,업무만족도,결혼여부,월급여,일한회사수,직원수,18세이상,야근정도,급여증가분백분율,스톡옵션정도,근속연수,현재역할년수,마지막승진년수
1479,No,30,Male,Travel_Rarely,1358,Sales,16,Life Sciences,4,3,3,Married,5301,8,1,Y,No,15,2,2,1,2
1480,No,42,Female,Travel_Frequently,748,Research & Development,9,Medical,1,3,4,Single,3673,1,1,Y,No,13,0,12,9,5
1481,No,44,Female,Travel_Frequently,383,Sales,1,Marketing,1,3,3,Married,4768,7,1,Y,No,12,1,1,0,0
1482,No,30,Male,Non-Travel,990,Research & Development,7,Technical Degree,3,3,3,Divorced,1274,1,1,Y,No,13,2,1,0,0
1483,No,57,Male,Travel_Rarely,405,Research & Development,1,Life Sciences,2,4,3,Married,4900,0,1,Y,No,24,1,12,9,2
1484,No,49,Male,Travel_Rarely,1490,Research & Development,7,Life Sciences,3,3,2,Divorced,10466,3,1,Y,No,14,2,8,7,0
1485,No,34,Male,Travel_Frequently,829,Research & Development,15,Medical,2,3,1,Divorced,17007,7,1,Y,No,14,2,14,8,6
1486,Yes,28,Male,Travel_Frequently,1496,Sales,1,Technical Degree,1,3,3,Married,2909,3,1,Y,No,15,1,3,2,1
1487,Yes,29,Female,Travel_Frequently,115,Sales,13,Technical Degree,1,3,2,Single,5765,5,1,Y,No,11,0,5,3,0
1489,Yes,34,Female,Travel_Rarely,790,Sales,24,Medical,1,2,2,Single,4599,0,1,Y,Yes,23,0,15,9,10
1492,No,35,Male,Travel_Rarely,660,Sales,7,Life Sciences,4,3,3,Married,2404,1,1,Y,No,13,1,1,0,0
1494,Yes,24,Male,Travel_Frequently,381,Research & Development,9,Medical,2,3,1,Single,3172,2,1,Y,Yes,11,0,0,0,0
1495,No,24,Female,Non-Travel,830,Sales,13,Life Sciences,4,3,2,Married,2033,1,1,Y,No,13,1,1,0,0
1496,No,44,Male,Travel_Frequently,1193,Research & Development,2,Medical,2,3,3,Single,10209,5,1,Y,Yes,18,0,2,2,2
1497,No,29,Male,Travel_Rarely,1246,Sales,19,Life Sciences,3,2,3,Divorced,8620,1,1,Y,No,14,2,10,7,0
1499,No,30,Male,Travel_Rarely,330,Human Resources,1,Life Sciences,3,3,3,Divorced,2064,0,1,Y,No,21,1,5,3,1
1501,No,55,Male,Travel_Rarely,1229,Research & Development,4,Life Sciences,4,3,3,Married,4035,0,1,Y,Yes,16,0,3,2,1
1502,No,33,Female,Travel_Rarely,1099,Research & Development,4,Medical,1,2,2,Married,3838,8,1,Y,No,11,0,5,4,0
1503,No,47,Female,Travel_Rarely,571,Sales,14,Medical,3,3,3,Married,4591,3,1,Y,Yes,17,1,5,4,1
1504,Yes,28,Male,Travel_Frequently,289,Research & Development,2,Medical,3,2,1,Single,2561,7,1,Y,No,11,0,0,0,0
1506,No,28,Male,Travel_Rarely,1423,Research & Development,1,Life Sciences,1,2,3,Divorced,1563,1,1,Y,No,14,1,1,0,0
1507,No,28,Male,Travel_Frequently,467,Sales,7,Life Sciences,3,3,1,Single,4898,0,1,Y,No,14,0,4,2,1
1509,No,49,Female,Travel_Rarely,271,Research & Development,3,Medical,3,2,1,Married,4789,4,1,Y,No,25,1,3,2,1
1513,No,29,Female,Travel_Frequently,410,Research & Development,2,Life Sciences,4,3,2,Married,3180,0,1,Y,No,13,3,3,2,0
1514,No,28,Male,Travel_Rarely,1083,Research & Development,29,Life Sciences,3,1,2,Married,6549,1,1,Y,No,14,2,8,6,1
1515,No,33,Male,Travel_Rarely,516,Research & Development,8,Life Sciences,4,3,3,Single,6388,2,1,Y,Yes,17,0,0,0,0
1516,No,32,Male,Travel_Rarely,495,Research & Development,10,Medical,3,3,4,Single,11244,2,1,Y,No,25,0,5,2,0
1520,No,54,Female,Travel_Frequently,1050,Research & Development,11,Medical,2,3,4,Divorced,16032,3,1,Y,No,20,1,14,9,1
1522,Yes,29,Male,Travel_Rarely,224,Research & Development,1,Technical Degree,1,2,1,Single,2362,6,1,Y,No,13,0,9,7,0
1523,No,44,Male,Travel_Rarely,136,Research & Development,28,Life Sciences,4,3,1,Married,16328,3,1,Y,No,13,1,20,6,14
1525,No,39,Female,Travel_Rarely,1089,Research & Development,6,Life Sciences,2,3,2,Single,8376,4,1,Y,No,18,0,2,0,2
1527,No,46,Female,Travel_Rarely,228,Sales,3,Life Sciences,3,3,2,Married,16606,8,1,Y,No,12,1,13,12,5
1529,No,35,Female,Travel_Rarely,1029,Research & Development,16,Life Sciences,4,2,2,Single,8606,1,1,Y,No,19,0,11,8,3
1533,No,23,Male,Travel_Rarely,507,Research & Development,20,Life Sciences,1,3,3,Single,2272,0,1,Y,No,14,0,4,3,1
1534,Yes,40,Male,Travel_Rarely,676,Research & Development,9,Life Sciences,4,3,1,Single,2018,3,1,Y,No,14,0,5,4,1
1535,No,34,Male,Travel_Rarely,971,Sales,1,Technical Degree,4,2,3,Married,7083,1,1,Y,Yes,14,0,10,9,8
1537,Yes,31,Female,Travel_Frequently,561,Research & Development,3,Life Sciences,4,3,3,Single,4084,1,1,Y,No,12,0,7,2,7
1539,No,50,Male,Travel_Frequently,333,Research & Development,22,Medical,3,1,4,Single,14411,1,1,Y,Yes,13,0,32,6,13
1541,No,34,Male,Travel_Rarely,1440,Sales,7,Technical Degree,2,3,3,Married,2308,0,1,Y,Yes,25,1,11,10,5
1542,No,42,Male,Travel_Rarely,1210,Research & Development,2,Medical,3,2,2,Married,4841,4,1,Y,No,14,1,1,0,0
1543,No,37,Male,Travel_Rarely,674,Research & Development,13,Medical,1,3,4,Married,4285,1,1,Y,No,17,0,10,8,3
1544,No,29,Female,Travel_Rarely,441,Research & Development,8,Other,3,1,1,Married,9715,3,1,Y,No,13,1,7,7,0
1545,No,33,Male,Travel_Rarely,575,Research & Development,25,Life Sciences,4,2,2,Single,4320,1,1,Y,No,13,0,5,3,0
1546,No,45,Male,Travel_Rarely,950,Research & Development,28,Technical Degree,4,3,4,Married,2132,4,1,Y,No,20,1,5,4,0
1547,No,42,Male,Travel_Frequently,288,Research & Development,2,Life Sciences,4,3,4,Married,10124,2,1,Y,Yes,14,1,20,8,13
1548,No,40,Male,Travel_Rarely,1342,Sales,9,Medical,1,3,1,Married,5473,0,1,Y,No,12,0,8,4,7
1549,No,33,Male,Travel_Rarely,589,Research & Development,28,Life Sciences,2,3,3,Married,5207,1,1,Y,Yes,12,1,15,14,5
1550,No,40,Male,Travel_Rarely,898,Human Resources,6,Medical,3,3,4,Single,16437,1,1,Y,Yes,21,0,21,7,7
1551,No,24,Male,Travel_Rarely,350,Research & Development,21,Technical Degree,3,2,1,Divorced,2296,0,1,Y,No,14,3,1,1,0
1552,No,40,Male,Non-Travel,1142,Research & Development,8,Life Sciences,4,3,4,Divorced,4069,3,1,Y,Yes,18,0,2,2,2
1553,No,45,Male,Travel_Rarely,538,Research & Development,1,Technical Degree,1,3,2,Divorced,7441,1,1,Y,No,12,3,10,8,7
1554,No,35,Female,Travel_Rarely,1402,Sales,28,Life Sciences,2,2,3,Married,2430,0,1,Y,No,23,2,5,3,4
1555,No,32,Female,Travel_Rarely,824,Research & Development,5,Life Sciences,4,2,2,Married,5878,3,1,Y,No,12,1,7,1,2
1556,No,36,Male,Travel_Rarely,1157,Sales,2,Life Sciences,3,3,4,Single,2644,3,1,Y,Yes,21,0,3,2,1
1557,No,48,Female,Travel_Rarely,492,Sales,16,Life Sciences,3,3,3,Divorced,6439,8,1,Y,No,14,1,8,7,7
1558,No,29,Male,Travel_Rarely,598,Research & Development,9,Life Sciences,3,4,3,Married,2451,6,1,Y,No,18,2,1,0,0
1560,No,33,Male,Travel_Rarely,1242,Sales,8,Life Sciences,1,3,1,Married,6392,2,1,Y,No,13,1,2,2,2
1562,Yes,30,Male,Travel_Rarely,740,Sales,1,Life Sciences,2,2,1,Married,9714,1,1,Y,No,11,1,10,8,6
1563,No,38,Male,Travel_Frequently,888,Human Resources,10,Human Resources,3,3,3,Married,6077,3,1,Y,No,11,0,6,3,1
1564,No,35,Male,Travel_Rarely,992,Research & Development,1,Medical,4,2,1,Single,2450,1,1,Y,No,19,0,3,0,1
1568,No,30,Male,Travel_Rarely,1288,Sales,29,Technical Degree,3,3,2,Married,9250,3,1,Y,No,12,1,4,2,1
1569,Yes,35,Female,Travel_Rarely,104,Research & Development,2,Life Sciences,1,3,1,Divorced,2074,1,1,Y,Yes,12,1,1,0,0
1572,Yes,53,Female,Travel_Rarely,607,Research & Development,2,Technical Degree,3,2,4,Married,10169,0,1,Y,No,16,1,33,7,1
1573,Yes,38,Male,Travel_Rarely,903,Research & Development,2,Medical,3,3,2,Married,4855,4,1,Y,No,11,2,5,2,1
1574,No,32,Male,Non-Travel,1200,Research & Development,1,Technical Degree,4,3,1,Married,4087,4,1,Y,No,14,1,6,5,1
1576,No,48,Female,Travel_Rarely,1108,Research & Development,15,Other,3,3,1,Married,2367,8,1,Y,No,12,1,8,2,7
1577,No,34,Male,Travel_Rarely,479,Research & Development,7,Medical,1,3,4,Single,2972,1,1,Y,No,13,0,1,0,0
1578,No,55,Male,Travel_Rarely,685,Sales,26,Marketing,3,2,4,Married,19586,1,1,Y,No,21,1,36,6,2
1580,No,34,Male,Travel_Rarely,1351,Research & Development,1,Life Sciences,2,3,4,Married,5484,9,1,Y,No,17,1,2,2,2
1581,No,26,Female,Travel_Rarely,474,Research & Development,3,Life Sciences,1,3,4,Married,2061,1,1,Y,No,21,0,1,0,0
1582,No,38,Male,Travel_Rarely,1245,Sales,14,Life Sciences,3,3,2,Married,9924,0,1,Y,No,11,1,9,8,7
1583,No,38,Female,Travel_Rarely,437,Sales,16,Life Sciences,2,3,2,Single,4198,2,1,Y,No,12,0,3,2,1
1585,No,36,Female,Travel_Rarely,884,Sales,1,Life Sciences,2,3,3,Single,6815,6,1,Y,No,13,0,1,0,0
1586,No,29,Male,Travel_Rarely,1370,Research & Development,3,Medical,2,3,1,Single,4723,1,1,Y,Yes,18,0,10,9,1
1587,No,35,Female,Travel_Rarely,670,Research & Development,10,Medical,1,3,3,Single,6142,3,1,Y,Yes,16,0,5,2,0
1588,No,39,Male,Travel_Rarely,1462,Sales,6,Medical,4,4,3,Married,8237,2,1,Y,No,11,1,7,6,7
1590,No,29,Male,Travel_Frequently,995,Research & Development,2,Life Sciences,1,3,4,Divorced,8853,1,1,Y,No,19,1,6,4,1
1591,No,50,Male,Travel_Rarely,264,Sales,9,Marketing,3,3,3,Married,19331,4,1,Y,Yes,16,1,1,0,0
1592,No,23,Male,Travel_Rarely,977,Research & Development,10,Technical Degree,4,4,3,Married,2073,2,1,Y,No,16,1,2,2,2
1594,No,36,Male,Travel_Frequently,1302,Research & Development,6,Life Sciences,1,4,1,Married,5562,3,1,Y,Yes,13,1,3,2,0
1595,No,42,Male,Travel_Rarely,1059,Research & Development,9,Other,4,2,4,Single,19613,8,1,Y,No,22,0,1,0,0
1596,No,35,Male,Travel_Rarely,750,Research & Development,28,Life Sciences,2,4,3,Married,3407,1,1,Y,No,17,2,10,9,6
1597,No,34,Male,Travel_Frequently,653,Research & Development,10,Technical Degree,4,2,3,Married,5063,1,1,Y,No,14,1,8,2,7
1598,No,40,Female,Travel_Rarely,118,Sales,14,Life Sciences,4,3,1,Married,4639,1,1,Y,No,15,1,5,4,1
1599,No,43,Male,Travel_Rarely,990,Research & Development,27,Technical Degree,4,4,2,Divorced,4876,5,1,Y,No,12,1,6,4,0
1601,No,35,Male,Travel_Rarely,1349,Research & Development,7,Life Sciences,3,2,4,Married,2690,1,1,Y,No,18,1,1,0,0
1602,No,46,Male,Travel_Rarely,563,Sales,1,Life Sciences,4,4,1,Single,17567,1,1,Y,No,15,0,26,0,0
1604,Yes,28,Male,Travel_Rarely,329,Research & Development,24,Medical,3,3,2,Married,2408,1,1,Y,Yes,17,3,1,1,0
1605,No,22,Female,Non-Travel,457,Research & Development,26,Other,2,2,3,Married,2814,1,1,Y,Yes,14,0,4,2,1
1606,No,50,Male,Travel_Frequently,1234,Research & Development,20,Medical,2,3,3,Married,11245,2,1,Y,Yes,15,1,30,8,12
1607,No,32,Female,Travel_Rarely,634,Research & Development,5,Other,2,4,4,Married,3312,3,1,Y,No,17,2,3,2,0
1608,No,44,Female,Travel_Rarely,1313,Research & Development,7,Medical,2,3,4,Divorced,19049,0,1,Y,Yes,14,1,22,7,1
1609,No,30,Male,Travel_Rarely,241,Research & Development,7,Medical,2,2,2,Married,2141,1,1,Y,No,12,1,6,4,1
1611,No,45,Female,Travel_Rarely,1015,Research & Development,5,Medical,3,1,1,Single,5769,1,1,Y,Yes,14,0,10,7,1
1612,No,45,Male,Non-Travel,336,Sales,26,Marketing,1,2,1,Married,4385,1,1,Y,No,15,1,10,7,4
1613,No,31,Male,Travel_Frequently,715,Sales,2,Other,4,3,1,Single,5332,7,1,Y,No,13,0,5,2,0
1614,No,36,Female,Travel_Rarely,559,Research & Development,12,Life Sciences,3,3,3,Married,4663,9,1,Y,Yes,12,2,3,2,1
1615,No,34,Male,Travel_Frequently,426,Research & Development,10,Life Sciences,3,4,4,Divorced,4724,1,1,Y,No,13,1,9,7,7
1617,No,49,Female,Travel_Rarely,722,Research & Development,25,Life Sciences,3,3,1,Married,3211,1,1,Y,No,14,1,9,6,1
1618,No,39,Male,Travel_Rarely,1387,Research & Development,10,Medical,2,3,1,Married,5377,2,1,Y,No,13,3,7,7,7
1619,No,27,Male,Travel_Rarely,1302,Research & Development,19,Other,4,2,1,Divorced,4066,1,1,Y,No,11,2,7,7,0
1621,No,35,Male,Travel_Rarely,819,Research & Development,18,Life Sciences,2,4,1,Married,5208,1,1,Y,No,11,0,16,15,1
1622,No,28,Female,Travel_Rarely,580,Research & Development,27,Medical,2,1,1,Divorced,4877,0,1,Y,No,21,1,5,3,0
1623,No,21,Male,Travel_Rarely,546,Research & Development,5,Medical,3,3,4,Single,3117,1,1,Y,No,18,0,2,2,2
1624,Yes,18,Female,Travel_Frequently,544,Sales,3,Medical,2,3,4,Single,1569,1,1,Y,Yes,12,0,0,0,0
1625,No,47,Female,Travel_Rarely,1176,Human Resources,26,Life Sciences,4,3,3,Married,19658,3,1,Y,No,11,1,5,2,1
1627,No,39,Male,Travel_Rarely,170,Research & Development,3,Medical,3,2,3,Divorced,3069,0,1,Y,No,15,1,10,8,0
1628,No,40,Female,Travel_Rarely,884,Research & Development,15,Life Sciences,1,2,3,Married,10435,1,1,Y,No,13,2,18,15,14
1630,No,35,Female,Non-Travel,208,Research & Development,8,Life Sciences,3,3,3,Married,4148,1,1,Y,No,12,1,14,11,2
1631,No,37,Male,Travel_Rarely,671,Research & Development,19,Life Sciences,3,3,3,Married,5768,3,1,Y,No,17,3,4,3,0
1633,No,39,Female,Travel_Frequently,711,Research & Development,4,Medical,1,3,3,Single,5042,0,1,Y,No,13,0,9,2,3
1635,No,45,Female,Travel_Rarely,1329,Research & Development,2,Other,4,2,4,Divorced,5770,1,1,Y,No,19,2,10,7,3
1638,No,38,Female,Travel_Rarely,397,Research & Development,2,Medical,4,2,3,Married,7756,3,1,Y,Yes,19,1,5,4,0
1639,Yes,35,Male,Travel_Rarely,737,Sales,10,Medical,4,2,1,Married,10306,9,1,Y,No,17,0,13,12,6
1640,No,37,Female,Travel_Rarely,1470,Research & Development,10,Medical,2,3,2,Married,3936,1,1,Y,No,11,1,8,4,7
1641,No,40,Female,Travel_Rarely,448,Research & Development,16,Life Sciences,3,3,4,Single,7945,6,1,Y,Yes,15,0,4,2,3
1642,No,44,Male,Travel_Frequently,602,Human Resources,1,Human Resources,1,3,4,Married,5743,4,1,Y,Yes,11,0,10,7,0
1644,No,48,Male,Travel_Frequently,365,Research & Development,4,Medical,3,2,4,Married,15202,2,1,Y,No,25,1,2,2,2
1645,Yes,35,Male,Travel_Rarely,763,Sales,15,Medical,1,1,4,Divorced,5440,6,1,Y,Yes,14,2,2,2,2
1646,No,24,Female,Travel_Frequently,567,Research & Development,2,Technical Degree,1,3,4,Single,3760,1,1,Y,Yes,13,0,6,3,1
1647,No,27,Female,Travel_Rarely,486,Research & Development,8,Medical,2,4,3,Married,3517,7,1,Y,No,17,0,3,2,0
1648,No,27,Male,Travel_Frequently,591,Research & Development,2,Medical,4,3,4,Single,2580,2,1,Y,No,13,0,4,2,1
1649,Yes,40,Male,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,3,1,Single,2166,3,1,Y,Yes,14,0,4,2,0
1650,No,29,Male,Travel_Rarely,469,Sales,10,Medical,3,2,3,Single,5869,9,1,Y,No,11,0,5,2,1
1651,No,36,Female,Travel_Rarely,711,Research & Development,5,Life Sciences,2,3,1,Married,8008,4,1,Y,No,12,2,3,2,0
1653,No,25,Male,Travel_Frequently,772,Research & Development,2,Life Sciences,4,4,3,Divorced,5206,1,1,Y,No,17,2,7,7,0
1654,No,39,Male,Travel_Rarely,492,Research & Development,12,Medical,4,3,2,Married,5295,4,1,Y,No,21,0,5,4,1
1655,No,49,Female,Travel_Rarely,301,Research & Development,22,Other,1,3,2,Married,16413,3,1,Y,No,16,2,4,2,1
1656,No,50,Female,Travel_Rarely,813,Research & Development,17,Life Sciences,4,2,1,Divorced,13269,5,1,Y,No,15,3,14,11,1
1657,No,20,Female,Travel_Rarely,1141,Sales,2,Medical,3,3,3,Single,2783,1,1,Y,No,19,0,2,2,2
1658,No,34,Female,Travel_Rarely,1130,Research & Development,3,Life Sciences,4,3,2,Divorced,5433,1,1,Y,No,12,1,11,8,7
1659,No,36,Male,Travel_Rarely,311,Research & Development,7,Life Sciences,1,3,2,Single,2013,2,1,Y,No,11,0,4,3,1
1661,No,49,Female,Travel_Rarely,465,Research & Development,6,Life Sciences,3,2,3,Married,13966,2,1,Y,Yes,19,1,15,11,2
1662,No,36,Female,Non-Travel,894,Research & Development,1,Medical,4,2,3,Married,4374,0,1,Y,No,15,0,3,2,1
1664,No,36,Male,Travel_Rarely,1040,Research & Development,3,Life Sciences,4,4,1,Divorced,6842,6,1,Y,No,20,1,5,4,0
1665,No,54,Female,Travel_Rarely,584,Research & Development,22,Medical,2,3,3,Married,17426,3,1,Y,No,25,1,10,8,4
1666,No,43,Male,Travel_Rarely,1291,Research & Development,15,Life Sciences,3,2,3,Married,17603,1,1,Y,No,24,1,14,10,6
1667,Yes,35,Male,Travel_Frequently,880,Sales,12,Other,4,3,4,Single,4581,3,1,Y,Yes,24,0,11,9,6
1668,No,38,Male,Travel_Frequently,1189,Research & Development,1,Life Sciences,4,3,4,Married,4735,7,1,Y,No,15,2,13,11,2
1669,No,29,Male,Travel_Rarely,991,Sales,5,Medical,1,2,2,Divorced,4187,1,1,Y,Yes,13,1,10,0,0
1670,No,33,Male,Travel_Rarely,392,Sales,2,Medical,4,3,4,Divorced,5505,1,1,Y,No,14,2,6,2,0
1671,No,32,Male,Travel_Rarely,977,Research & Development,2,Medical,4,3,2,Divorced,5470,0,1,Y,No,13,2,9,5,1
1673,No,31,Female,Travel_Rarely,1112,Sales,5,Life Sciences,1,3,4,Married,5476,1,1,Y,No,11,2,10,0,0
1674,No,49,Female,Travel_Rarely,464,Research & Development,16,Medical,4,3,1,Divorced,2587,4,1,Y,Yes,16,1,2,2,2
1675,No,38,Female,Travel_Frequently,148,Research & Development,2,Medical,4,2,2,Single,2440,1,1,Y,No,22,0,4,3,3
1676,No,47,Female,Travel_Rarely,1225,Sales,2,Life Sciences,2,4,2,Divorced,15972,6,1,Y,No,14,3,3,2,1
1677,No,49,Male,Travel_Rarely,809,Research & Development,1,Life Sciences,3,3,3,Single,15379,4,1,Y,No,14,0,8,7,0
1678,No,41,Male,Travel_Rarely,1206,Sales,23,Life Sciences,4,3,3,Single,7082,3,1,Y,Yes,16,0,2,0,0
1680,No,20,Male,Travel_Rarely,727,Sales,9,Life Sciences,4,3,1,Single,2728,1,1,Y,No,11,0,2,2,0
1681,No,33,Female,Non-Travel,530,Sales,16,Life Sciences,3,3,4,Divorced,5368,1,1,Y,Yes,25,1,6,5,1
1682,No,36,Male,Travel_Rarely,1351,Research & Development,26,Life Sciences,1,3,3,Married,5347,6,1,Y,No,14,2,3,2,0
1683,No,44,Female,Travel_Rarely,528,Human Resources,1,Life Sciences,3,3,4,Divorced,3195,4,1,Y,Yes,18,3,2,2,2
1684,Yes,23,Male,Travel_Rarely,1320,Research & Development,8,Medical,4,2,3,Single,3989,1,1,Y,Yes,11,0,5,4,1
1687,No,38,Female,Travel_Rarely,1495,Research & Development,4,Medical,4,3,3,Married,3306,7,1,Y,No,19,1,0,0,0
1689,No,53,Male,Travel_Rarely,1395,Research & Development,24,Medical,2,4,4,Married,7005,3,1,Y,No,15,0,4,3,1
1691,Yes,48,Female,Travel_Frequently,708,Sales,7,Medical,4,3,3,Married,2655,2,1,Y,Yes,11,2,9,7,7
1692,Yes,32,Male,Travel_Rarely,1259,Research & Development,2,Life Sciences,4,3,2,Single,1393,1,1,Y,No,12,0,1,0,0
1693,No,26,Male,Non-Travel,786,Research & Development,7,Medical,4,3,4,Single,2570,1,1,Y,No,20,0,7,7,5
1694,No,55,Male,Travel_Rarely,1441,Research & Development,22,Technical Degree,1,2,2,Divorced,3537,5,1,Y,No,12,1,4,2,1
1696,No,34,Male,Travel_Rarely,1157,Research & Development,5,Medical,2,2,4,Married,3986,1,1,Y,No,14,1,15,10,4
1697,No,60,Male,Travel_Rarely,370,Research & Development,1,Medical,3,1,4,Divorced,10883,3,1,Y,No,20,1,1,0,0
1698,No,33,Male,Travel_Rarely,267,Research & Development,21,Medical,2,4,2,Married,2028,1,1,Y,No,18,3,14,11,2
1700,No,37,Male,Travel_Frequently,1278,Sales,1,Medical,3,1,4,Divorced,9525,1,1,Y,No,14,2,6,3,1
1701,No,34,Female,Travel_Rarely,678,Research & Development,19,Life Sciences,2,2,4,Married,2929,1,1,Y,No,12,0,10,9,8
1702,Yes,23,Male,Travel_Rarely,427,Sales,7,Life Sciences,3,3,4,Divorced,2275,1,1,Y,Yes,21,1,3,2,0
1703,No,44,Female,Travel_Rarely,921,Research & Development,2,Life Sciences,3,4,4,Married,7879,1,1,Y,Yes,19,1,8,7,6
1704,No,35,Male,Travel_Frequently,146,Research & Development,2,Medical,1,2,4,Single,4930,0,1,Y,Yes,14,0,5,4,1
1706,No,43,Male,Travel_Rarely,1179,Sales,2,Medical,4,3,4,Married,7847,1,1,Y,Yes,17,1,10,9,8
1707,No,24,Male,Travel_Rarely,581,Research & Development,9,Medical,3,4,3,Married,4401,1,1,Y,No,16,1,5,3,0
1708,No,41,Male,Travel_Rarely,918,Sales,6,Marketing,4,3,3,Single,9241,1,1,Y,No,12,0,10,8,8
1709,No,29,Female,Travel_Rarely,1082,Research & Development,9,Medical,4,3,3,Married,2974,9,1,Y,No,17,1,5,3,1
1710,No,36,Female,Travel_Rarely,530,Sales,2,Life Sciences,3,3,4,Single,4502,3,1,Y,No,15,0,13,7,6
1712,No,45,Male,Non-Travel,1238,Research & Development,1,Life Sciences,3,2,3,Married,10748,3,1,Y,No,23,1,23,15,14
1714,Yes,24,Male,Travel_Rarely,240,Human Resources,22,Human Resources,4,1,3,Married,1555,1,1,Y,No,11,1,1,0,0
1716,Yes,47,Male,Travel_Frequently,1093,Sales,9,Life Sciences,3,1,3,Married,12936,7,1,Y,No,11,0,23,5,14
1718,No,26,Male,Travel_Rarely,390,Research & Development,17,Medical,4,1,3,Married,2305,1,1,Y,No,15,3,3,2,0
1719,No,45,Female,Travel_Rarely,1005,Research & Development,28,Technical Degree,4,2,2,Single,16704,1,1,Y,No,11,0,21,6,8
1720,No,32,Male,Travel_Frequently,585,Research & Development,10,Life Sciences,1,3,3,Married,3433,6,1,Y,No,13,1,5,2,1
1721,No,31,Male,Travel_Rarely,741,Research & Development,2,Life Sciences,2,3,3,Married,3477,1,1,Y,No,14,1,5,2,0
1722,No,41,Male,Non-Travel,552,Human Resources,4,Human Resources,3,1,2,Married,6430,6,1,Y,No,19,1,3,2,1
1724,No,40,Female,Travel_Rarely,369,Research & Development,8,Life Sciences,2,3,1,Married,6516,2,1,Y,Yes,16,1,1,0,0
1725,No,24,Male,Travel_Rarely,506,Research & Development,29,Medical,2,3,1,Divorced,3907,1,1,Y,No,13,3,6,2,1
1727,No,46,Male,Travel_Rarely,717,Research & Development,13,Life Sciences,3,3,2,Single,5562,6,1,Y,No,14,0,10,7,0
1728,No,35,Male,Travel_Rarely,1370,Research & Development,27,Life Sciences,4,3,3,Married,6883,2,1,Y,No,16,1,7,7,0
1729,No,30,Male,Travel_Rarely,793,Research & Development,16,Life Sciences,2,3,4,Married,2862,1,1,Y,No,12,1,10,0,0
1731,No,47,Male,Non-Travel,543,Sales,2,Marketing,3,3,2,Married,4978,7,1,Y,No,11,1,1,0,0
1732,No,46,Male,Travel_Rarely,1277,Sales,2,Life Sciences,3,3,4,Divorced,10368,4,1,Y,Yes,12,1,10,6,0
1733,Yes,36,Male,Travel_Rarely,1456,Sales,13,Marketing,2,2,1,Divorced,6134,5,1,Y,Yes,13,3,2,2,2
1734,Yes,32,Male,Travel_Rarely,964,Sales,1,Life Sciences,1,1,2,Single,6735,6,1,Y,No,15,0,0,0,0
1735,No,23,Female,Travel_Rarely,160,Research & Development,4,Medical,3,3,2,Single,3295,1,1,Y,No,13,0,3,2,1
1736,No,31,Female,Travel_Frequently,163,Research & Development,24,Technical Degree,4,3,4,Single,5238,2,1,Y,No,20,0,5,4,1
1737,No,39,Male,Non-Travel,792,Research & Development,1,Life Sciences,4,3,4,Married,6472,1,1,Y,Yes,15,1,9,8,5
1739,No,32,Male,Travel_Rarely,371,Sales,19,Life Sciences,4,1,3,Married,9610,3,1,Y,No,13,1,4,3,0
1740,No,40,Male,Travel_Rarely,611,Sales,7,Medical,2,3,2,Single,19833,1,1,Y,No,14,0,21,8,12
1744,No,45,Female,Travel_Rarely,176,Human Resources,4,Life Sciences,3,1,3,Married,9756,4,1,Y,No,21,2,5,0,0
1745,No,30,Female,Travel_Frequently,1312,Research & Development,2,Technical Degree,4,2,1,Single,4968,0,1,Y,No,16,0,9,7,0
1746,No,24,Male,Travel_Frequently,897,Human Resources,10,Medical,1,3,4,Married,2145,0,1,Y,No,14,1,2,2,2
1747,Yes,30,Female,Travel_Frequently,600,Human Resources,8,Human Resources,3,2,4,Divorced,2180,6,1,Y,No,11,1,4,2,1
1749,No,31,Male,Travel_Rarely,1003,Sales,5,Technical Degree,1,3,3,Married,8346,1,1,Y,No,19,1,5,2,0
1751,No,27,Female,Travel_Rarely,1054,Research & Development,8,Medical,3,3,4,Single,3445,1,1,Y,No,11,0,6,2,1
1752,Yes,29,Female,Travel_Rarely,428,Sales,9,Marketing,2,1,2,Single,2760,1,1,Y,No,13,0,2,2,2
1753,No,29,Male,Travel_Frequently,461,Research & Development,1,Life Sciences,4,4,3,Single,6294,8,1,Y,Yes,12,0,3,2,0
1754,No,30,Male,Travel_Rarely,979,Sales,15,Marketing,3,2,1,Divorced,7140,2,1,Y,No,11,1,7,7,1
1755,No,34,Male,Travel_Rarely,181,Research & Development,2,Medical,4,4,4,Married,2932,0,1,Y,Yes,14,3,5,0,1
1756,No,33,Female,Non-Travel,1283,Sales,2,Marketing,4,3,2,Single,5147,8,1,Y,No,15,0,11,7,1
1757,No,49,Female,Travel_Rarely,1313,Sales,11,Marketing,4,3,4,Single,4507,3,1,Y,No,12,0,5,1,0
1758,Yes,33,Female,Travel_Rarely,211,Sales,16,Life Sciences,1,3,1,Single,8564,2,1,Y,Yes,20,0,0,0,0
1760,No,38,Female,Travel_Frequently,594,Research & Development,2,Medical,3,2,2,Married,2468,4,1,Y,No,14,1,6,1,0
